edge_type,source_id,target_id,storage_mode,case_id,cluster_id
CASE_HAS_COURT,91e82fa3-11e1-5769-bcf8-18e8e5251a33,d41faf36-4e9d-5ab8-bb7c-281a265091d3,Stored,,
CASE_HAS_CRIME_HEAD,91e82fa3-11e1-5769-bcf8-18e8e5251a33,79718c11-5b06-544d-90de-514f6b26f468,Stored,,
CASE_HAS_CRIME_SUB_HEAD,91e82fa3-11e1-5769-bcf8-18e8e5251a33,1002a43b-ba38-5b75-95f6-6093a52c331b,Stored,,
CHARGED_UNDER,91e82fa3-11e1-5769-bcf8-18e8e5251a33,9f3d2e7b-070e-5e75-bf1e-f173f01985d2,Stored,,
CHARGED_UNDER,91e82fa3-11e1-5769-bcf8-18e8e5251a33,2fd4189c-af4a-593f-b7f8-77384419fb01,Stored,,
OCCURRED_IN,9bb36cff-a15b-53f3-b6d9-4ef550bf97c4,538df67c-e3c1-5e4e-8fe3-543c04b3d285,Stored,,
CASE_HAS_COURT,9bb36cff-a15b-53f3-b6d9-4ef550bf97c4,724f2cab-c6f3-5e65-9a62-15b3eaba8b75,Stored,,
CASE_HAS_CRIME_HEAD,9bb36cff-a15b-53f3-b6d9-4ef550bf97c4,9875777a-7101-5740-a7e4-62947c0165d9,Stored,,
CASE_HAS_CRIME_SUB_HEAD,9bb36cff-a15b-53f3-b6d9-4ef550bf97c4,463602f7-c828-5637-9c94-2de72ac54bc0,Stored,,
CHARGED_UNDER,9bb36cff-a15b-53f3-b6d9-4ef550bf97c4,8237dc24-b8bc-5568-9908-1f9749f15b8a,Stored,,
OCCURRED_IN,135e2586-9f02-5d67-b435-d1080dd6630d,6bf808ad-7d6d-53cf-a50b-7e0f1fa685e5,Stored,,
CASE_HAS_COURT,135e2586-9f02-5d67-b435-d1080dd6630d,7127792a-8669-5cb4-a461-eb16236613ca,Stored,,
CASE_HAS_CRIME_HEAD,135e2586-9f02-5d67-b435-d1080dd6630d,3fc52b87-7a8c-5413-a2c1-9de9974c0765,Stored,,
CASE_HAS_CRIME_SUB_HEAD,135e2586-9f02-5d67-b435-d1080dd6630d,5c5a4ac3-3f47-5069-aeca-24b337d78ce8,Stored,,
CHARGED_UNDER,135e2586-9f02-5d67-b435-d1080dd6630d,0660341e-222a-5c80-b85d-90e16e07e557,Stored,,
CHARGED_UNDER,135e2586-9f02-5d67-b435-d1080dd6630d,fe583bca-48bc-5940-92e2-15dbb1906a69,Stored,,
OCCURRED_IN,3af46d78-94bb-5e29-a470-38ba34d040e9,efa73160-7618-5208-b32f-a5167dbc2d52,Stored,,
CASE_HAS_COURT,3af46d78-94bb-5e29-a470-38ba34d040e9,d3f03120-6b23-5ab7-a063-39a1a9578755,Stored,,
CASE_HAS_CRIME_HEAD,3af46d78-94bb-5e29-a470-38ba34d040e9,6cade132-76e0-5b31-9cb3-921243fec32d,Stored,,
CASE_HAS_CRIME_SUB_HEAD,3af46d78-94bb-5e29-a470-38ba34d040e9,65ebc505-9d04-5a75-8ca3-5a3a6eb3c04a,Stored,,
CHARGED_UNDER,3af46d78-94bb-5e29-a470-38ba34d040e9,4048c533-bc3c-50db-9bff-df9cd507fc3e,Stored,,
OCCURRED_IN,70757c73-7dd2-59be-a118-2ba9eb18e746,5f12e846-6fa9-51cc-a4be-f87d6231a36b,Stored,,
CASE_HAS_COURT,70757c73-7dd2-59be-a118-2ba9eb18e746,ce798d3c-a4f0-56f7-ac5b-3f118c2d1013,Stored,,
CASE_HAS_CRIME_HEAD,70757c73-7dd2-59be-a118-2ba9eb18e746,0a5b2b55-99e2-59c9-b19b-b27d17f63205,Stored,,
CASE_HAS_CRIME_SUB_HEAD,70757c73-7dd2-59be-a118-2ba9eb18e746,6459326f-f518-5655-b996-06591300ac11,Stored,,
CHARGED_UNDER,70757c73-7dd2-59be-a118-2ba9eb18e746,8298a554-4a62-5815-8250-0ca35105e68b,Stored,,
CHARGED_UNDER,70757c73-7dd2-59be-a118-2ba9eb18e746,4ab7aa96-cf33-5b15-8b7a-e8081bb53821,Stored,,
OCCURRED_IN,20b40a12-8ead-5ffc-b8d5-0b983ae6e932,6b23187a-b26b-5904-a6d8-12d0c9d55cdb,Stored,,
CASE_HAS_COURT,20b40a12-8ead-5ffc-b8d5-0b983ae6e932,5af7b21f-cd06-5d0c-86a0-5cc3ca8db0a9,Stored,,
CASE_HAS_CRIME_HEAD,20b40a12-8ead-5ffc-b8d5-0b983ae6e932,d8ed8b03-b02c-564b-a5cd-d2e71acf4a89,Stored,,
CASE_HAS_CRIME_SUB_HEAD,20b40a12-8ead-5ffc-b8d5-0b983ae6e932,6c1f50bf-9978-5b0e-9895-f7cb76c02729,Stored,,
CHARGED_UNDER,20b40a12-8ead-5ffc-b8d5-0b983ae6e932,eb140b48-d826-5f38-ac67-01fa056b1b62,Stored,,
OCCURRED_IN,a5b8f186-a57e-5247-9d3a-9a1cc7016344,4dde85de-607c-5e4e-9121-31af5741d489,Stored,,
CASE_HAS_COURT,a5b8f186-a57e-5247-9d3a-9a1cc7016344,d41faf36-4e9d-5ab8-bb7c-281a265091d3,Stored,,
CASE_HAS_CRIME_HEAD,a5b8f186-a57e-5247-9d3a-9a1cc7016344,79718c11-5b06-544d-90de-514f6b26f468,Stored,,
CASE_HAS_CRIME_SUB_HEAD,a5b8f186-a57e-5247-9d3a-9a1cc7016344,65301f05-5eda-5d9c-946f-3069f25b579e,Stored,,
CHARGED_UNDER,a5b8f186-a57e-5247-9d3a-9a1cc7016344,7a1a6d6b-92b7-55ec-b9b8-f34a5e8e42ed,Stored,,
OCCURRED_IN,a7354869-67fd-56e0-948e-850beb824b35,500781e3-1ea6-5841-8a21-1d2f1dc0f0aa,Stored,,
CASE_HAS_COURT,a7354869-67fd-56e0-948e-850beb824b35,724f2cab-c6f3-5e65-9a62-15b3eaba8b75,Stored,,
CASE_HAS_CRIME_HEAD,a7354869-67fd-56e0-948e-850beb824b35,9875777a-7101-5740-a7e4-62947c0165d9,Stored,,
CASE_HAS_CRIME_SUB_HEAD,a7354869-67fd-56e0-948e-850beb824b35,0bc2eab5-96c1-5059-9ab0-ca15e63a83bc,Stored,,
CHARGED_UNDER,a7354869-67fd-56e0-948e-850beb824b35,9f3d2e7b-070e-5e75-bf1e-f173f01985d2,Stored,,
CHARGED_UNDER,a7354869-67fd-56e0-948e-850beb824b35,2fd4189c-af4a-593f-b7f8-77384419fb01,Stored,,
OCCURRED_IN,8d08797c-cbe2-5aeb-a0c9-50a19bfdfae4,75efffb2-7a3b-526e-bad7-5c11ad3b5c31,Stored,,
CASE_HAS_COURT,8d08797c-cbe2-5aeb-a0c9-50a19bfdfae4,7127792a-8669-5cb4-a461-eb16236613ca,Stored,,
CASE_HAS_CRIME_HEAD,8d08797c-cbe2-5aeb-a0c9-50a19bfdfae4,3fc52b87-7a8c-5413-a2c1-9de9974c0765,Stored,,
CASE_HAS_CRIME_SUB_HEAD,8d08797c-cbe2-5aeb-a0c9-50a19bfdfae4,4c4a01bf-b942-5be1-ba98-58b62f2a2ef5,Stored,,
CHARGED_UNDER,8d08797c-cbe2-5aeb-a0c9-50a19bfdfae4,8237dc24-b8bc-5568-9908-1f9749f15b8a,Stored,,
OCCURRED_IN,619e2a27-20f6-5e7f-b265-7b0f34ca9528,a9c2cb89-57f9-593f-ae0e-687016b3a42b,Stored,,
CASE_HAS_COURT,619e2a27-20f6-5e7f-b265-7b0f34ca9528,d3f03120-6b23-5ab7-a063-39a1a9578755,Stored,,
CASE_HAS_CRIME_HEAD,619e2a27-20f6-5e7f-b265-7b0f34ca9528,6cade132-76e0-5b31-9cb3-921243fec32d,Stored,,
CASE_HAS_CRIME_SUB_HEAD,619e2a27-20f6-5e7f-b265-7b0f34ca9528,2472a31c-087c-56f0-85dd-379651333ca0,Stored,,
CHARGED_UNDER,619e2a27-20f6-5e7f-b265-7b0f34ca9528,0660341e-222a-5c80-b85d-90e16e07e557,Stored,,
CHARGED_UNDER,619e2a27-20f6-5e7f-b265-7b0f34ca9528,fe583bca-48bc-5940-92e2-15dbb1906a69,Stored,,
OCCURRED_IN,8026373d-a50e-5f06-b519-01067ed39fda,a49c5568-ee45-5e6a-ada7-918c46f26b42,Stored,,
CASE_HAS_COURT,8026373d-a50e-5f06-b519-01067ed39fda,ce798d3c-a4f0-56f7-ac5b-3f118c2d1013,Stored,,
CASE_HAS_CRIME_HEAD,8026373d-a50e-5f06-b519-01067ed39fda,0a5b2b55-99e2-59c9-b19b-b27d17f63205,Stored,,
CASE_HAS_CRIME_SUB_HEAD,8026373d-a50e-5f06-b519-01067ed39fda,6236a089-3db9-51ca-9249-f5c77aa9ff84,Stored,,
CHARGED_UNDER,8026373d-a50e-5f06-b519-01067ed39fda,4048c533-bc3c-50db-9bff-df9cd507fc3e,Stored,,
OCCURRED_IN,eaba4a43-fb1f-5460-990e-d6d8f2ca4bdb,41057ab3-9343-5d81-abf6-9043ba46c475,Stored,,
CASE_HAS_COURT,eaba4a43-fb1f-5460-990e-d6d8f2ca4bdb,5af7b21f-cd06-5d0c-86a0-5cc3ca8db0a9,Stored,,
CASE_HAS_CRIME_HEAD,eaba4a43-fb1f-5460-990e-d6d8f2ca4bdb,d8ed8b03-b02c-564b-a5cd-d2e71acf4a89,Stored,,
CASE_HAS_CRIME_SUB_HEAD,eaba4a43-fb1f-5460-990e-d6d8f2ca4bdb,1f152273-559e-5266-ac9a-cd79028146b6,Stored,,
CHARGED_UNDER,eaba4a43-fb1f-5460-990e-d6d8f2ca4bdb,8298a554-4a62-5815-8250-0ca35105e68b,Stored,,
CHARGED_UNDER,eaba4a43-fb1f-5460-990e-d6d8f2ca4bdb,4ab7aa96-cf33-5b15-8b7a-e8081bb53821,Stored,,
OCCURRED_IN,0372173c-6f42-57f8-b4b5-f7ec91c2791d,fc0453a0-9dba-5bfc-95dc-871126c0b4a5,Stored,,
CASE_HAS_COURT,0372173c-6f42-57f8-b4b5-f7ec91c2791d,d41faf36-4e9d-5ab8-bb7c-281a265091d3,Stored,,
CASE_HAS_CRIME_HEAD,0372173c-6f42-57f8-b4b5-f7ec91c2791d,79718c11-5b06-544d-90de-514f6b26f468,Stored,,
CASE_HAS_CRIME_SUB_HEAD,0372173c-6f42-57f8-b4b5-f7ec91c2791d,1002a43b-ba38-5b75-95f6-6093a52c331b,Stored,,
CHARGED_UNDER,0372173c-6f42-57f8-b4b5-f7ec91c2791d,eb140b48-d826-5f38-ac67-01fa056b1b62,Stored,,
OCCURRED_IN,de288ed9-0af5-529e-9220-9e8aa984c24b,6b2db83b-1a1c-5d80-896e-86f6f5ba5d64,Stored,,
CASE_HAS_COURT,de288ed9-0af5-529e-9220-9e8aa984c24b,724f2cab-c6f3-5e65-9a62-15b3eaba8b75,Stored,,
CASE_HAS_CRIME_HEAD,de288ed9-0af5-529e-9220-9e8aa984c24b,9875777a-7101-5740-a7e4-62947c0165d9,Stored,,
CASE_HAS_CRIME_SUB_HEAD,de288ed9-0af5-529e-9220-9e8aa984c24b,463602f7-c828-5637-9c94-2de72ac54bc0,Stored,,
CHARGED_UNDER,de288ed9-0af5-529e-9220-9e8aa984c24b,7a1a6d6b-92b7-55ec-b9b8-f34a5e8e42ed,Stored,,
OCCURRED_IN,6d0fe123-2775-5f07-9da9-67f93f21f42f,6d84410d-4432-5e16-9cc5-1e20a6769480,Stored,,
CASE_HAS_COURT,6d0fe123-2775-5f07-9da9-67f93f21f42f,7127792a-8669-5cb4-a461-eb16236613ca,Stored,,
CASE_HAS_CRIME_HEAD,6d0fe123-2775-5f07-9da9-67f93f21f42f,3fc52b87-7a8c-5413-a2c1-9de9974c0765,Stored,,
CASE_HAS_CRIME_SUB_HEAD,6d0fe123-2775-5f07-9da9-67f93f21f42f,5c5a4ac3-3f47-5069-aeca-24b337d78ce8,Stored,,
CHARGED_UNDER,6d0fe123-2775-5f07-9da9-67f93f21f42f,9f3d2e7b-070e-5e75-bf1e-f173f01985d2,Stored,,
CHARGED_UNDER,6d0fe123-2775-5f07-9da9-67f93f21f42f,2fd4189c-af4a-593f-b7f8-77384419fb01,Stored,,
OCCURRED_IN,1d27114d-993d-5a4b-ac05-40f4a7b34992,db85c3c8-46ee-570c-af38-2cf7b8a1465c,Stored,,
CASE_HAS_COURT,1d27114d-993d-5a4b-ac05-40f4a7b34992,d3f03120-6b23-5ab7-a063-39a1a9578755,Stored,,
CASE_HAS_CRIME_HEAD,1d27114d-993d-5a4b-ac05-40f4a7b34992,6cade132-76e0-5b31-9cb3-921243fec32d,Stored,,
CASE_HAS_CRIME_SUB_HEAD,1d27114d-993d-5a4b-ac05-40f4a7b34992,65ebc505-9d04-5a75-8ca3-5a3a6eb3c04a,Stored,,
CHARGED_UNDER,1d27114d-993d-5a4b-ac05-40f4a7b34992,8237dc24-b8bc-5568-9908-1f9749f15b8a,Stored,,
OCCURRED_IN,9ec4cfa3-45d9-52de-8210-08c52275f8b1,91b695ca-1495-50b0-ae5c-bee47c889df0,Stored,,
CASE_HAS_COURT,9ec4cfa3-45d9-52de-8210-08c52275f8b1,ce798d3c-a4f0-56f7-ac5b-3f118c2d1013,Stored,,
CASE_HAS_CRIME_HEAD,9ec4cfa3-45d9-52de-8210-08c52275f8b1,0a5b2b55-99e2-59c9-b19b-b27d17f63205,Stored,,
CASE_HAS_CRIME_SUB_HEAD,9ec4cfa3-45d9-52de-8210-08c52275f8b1,6459326f-f518-5655-b996-06591300ac11,Stored,,
CHARGED_UNDER,9ec4cfa3-45d9-52de-8210-08c52275f8b1,0660341e-222a-5c80-b85d-90e16e07e557,Stored,,
CHARGED_UNDER,9ec4cfa3-45d9-52de-8210-08c52275f8b1,fe583bca-48bc-5940-92e2-15dbb1906a69,Stored,,
OCCURRED_IN,62ecf605-d198-5f50-8d5d-20e825d99387,8216cbe2-cd53-5dfd-b5b7-ab7f116f89fe,Stored,,
CASE_HAS_COURT,62ecf605-d198-5f50-8d5d-20e825d99387,5af7b21f-cd06-5d0c-86a0-5cc3ca8db0a9,Stored,,
CASE_HAS_CRIME_HEAD,62ecf605-d198-5f50-8d5d-20e825d99387,d8ed8b03-b02c-564b-a5cd-d2e71acf4a89,Stored,,
CASE_HAS_CRIME_SUB_HEAD,62ecf605-d198-5f50-8d5d-20e825d99387,6c1f50bf-9978-5b0e-9895-f7cb76c02729,Stored,,
CHARGED_UNDER,62ecf605-d198-5f50-8d5d-20e825d99387,4048c533-bc3c-50db-9bff-df9cd507fc3e,Stored,,
OCCURRED_IN,95d0c7b9-61a4-50c9-9750-db927df46a42,6b18e7e8-d012-5532-b7bb-8085e090db25,Stored,,
CASE_HAS_COURT,95d0c7b9-61a4-50c9-9750-db927df46a42,d41faf36-4e9d-5ab8-bb7c-281a265091d3,Stored,,
CASE_HAS_CRIME_HEAD,95d0c7b9-61a4-50c9-9750-db927df46a42,79718c11-5b06-544d-90de-514f6b26f468,Stored,,
CASE_HAS_CRIME_SUB_HEAD,95d0c7b9-61a4-50c9-9750-db927df46a42,65301f05-5eda-5d9c-946f-3069f25b579e,Stored,,
CHARGED_UNDER,95d0c7b9-61a4-50c9-9750-db927df46a42,8298a554-4a62-5815-8250-0ca35105e68b,Stored,,
CHARGED_UNDER,95d0c7b9-61a4-50c9-9750-db927df46a42,4ab7aa96-cf33-5b15-8b7a-e8081bb53821,Stored,,
OCCURRED_IN,2c57ba55-1384-5d20-9ee9-79f430e88351,a2107106-fa7b-5726-a695-6ef16b1d4793,Stored,,
CASE_HAS_COURT,2c57ba55-1384-5d20-9ee9-79f430e88351,724f2cab-c6f3-5e65-9a62-15b3eaba8b75,Stored,,
CASE_HAS_CRIME_HEAD,2c57ba55-1384-5d20-9ee9-79f430e88351,9875777a-7101-5740-a7e4-62947c0165d9,Stored,,
CASE_HAS_CRIME_SUB_HEAD,2c57ba55-1384-5d20-9ee9-79f430e88351,0bc2eab5-96c1-5059-9ab0-ca15e63a83bc,Stored,,
CHARGED_UNDER,2c57ba55-1384-5d20-9ee9-79f430e88351,eb140b48-d826-5f38-ac67-01fa056b1b62,Stored,,
OCCURRED_IN,ac9d2d6b-9c21-5d25-a872-68b29f2f4565,06c4ab36-c8da-50c4-86ff-6e40d345bb31,Stored,,
CASE_HAS_COURT,ac9d2d6b-9c21-5d25-a872-68b29f2f4565,7127792a-8669-5cb4-a461-eb16236613ca,Stored,,
CASE_HAS_CRIME_HEAD,ac9d2d6b-9c21-5d25-a872-68b29f2f4565,3fc52b87-7a8c-5413-a2c1-9de9974c0765,Stored,,
CASE_HAS_CRIME_SUB_HEAD,ac9d2d6b-9c21-5d25-a872-68b29f2f4565,4c4a01bf-b942-5be1-ba98-58b62f2a2ef5,Stored,,
CHARGED_UNDER,ac9d2d6b-9c21-5d25-a872-68b29f2f4565,7a1a6d6b-92b7-55ec-b9b8-f34a5e8e42ed,Stored,,
OCCURRED_IN,65c0886f-583e-5fad-ae7b-1d85c096e4d3,6f362758-0902-52eb-9cd3-a3892ddc4c70,Stored,,
CASE_HAS_COURT,65c0886f-583e-5fad-ae7b-1d85c096e4d3,d3f03120-6b23-5ab7-a063-39a1a9578755,Stored,,
CASE_HAS_CRIME_HEAD,65c0886f-583e-5fad-ae7b-1d85c096e4d3,6cade132-76e0-5b31-9cb3-921243fec32d,Stored,,
CASE_HAS_CRIME_SUB_HEAD,65c0886f-583e-5fad-ae7b-1d85c096e4d3,2472a31c-087c-56f0-85dd-379651333ca0,Stored,,
CHARGED_UNDER,65c0886f-583e-5fad-ae7b-1d85c096e4d3,9f3d2e7b-070e-5e75-bf1e-f173f01985d2,Stored,,
CHARGED_UNDER,65c0886f-583e-5fad-ae7b-1d85c096e4d3,2fd4189c-af4a-593f-b7f8-77384419fb01,Stored,,
OCCURRED_IN,b339fec3-4e9f-5bc9-9147-5da79f15a2ee,0d395fad-0f35-54b8-a53f-1eb9a9fc35fe,Stored,,
CASE_HAS_COURT,b339fec3-4e9f-5bc9-9147-5da79f15a2ee,ce798d3c-a4f0-56f7-ac5b-3f118c2d1013,Stored,,
CASE_HAS_CRIME_HEAD,b339fec3-4e9f-5bc9-9147-5da79f15a2ee,0a5b2b55-99e2-59c9-b19b-b27d17f63205,Stored,,
CASE_HAS_CRIME_SUB_HEAD,b339fec3-4e9f-5bc9-9147-5da79f15a2ee,6236a089-3db9-51ca-9249-f5c77aa9ff84,Stored,,
CHARGED_UNDER,b339fec3-4e9f-5bc9-9147-5da79f15a2ee,8237dc24-b8bc-5568-9908-1f9749f15b8a,Stored,,
OCCURRED_IN,52f92e6a-2646-5ccf-b29d-75e3fa6ef780,d79d3ea4-d58e-578b-91d9-38243cac435e,Stored,,
CASE_HAS_COURT,52f92e6a-2646-5ccf-b29d-75e3fa6ef780,5af7b21f-cd06-5d0c-86a0-5cc3ca8db0a9,Stored,,
CASE_HAS_CRIME_HEAD,52f92e6a-2646-5ccf-b29d-75e3fa6ef780,d8ed8b03-b02c-564b-a5cd-d2e71acf4a89,Stored,,
CASE_HAS_CRIME_SUB_HEAD,52f92e6a-2646-5ccf-b29d-75e3fa6ef780,1f152273-559e-5266-ac9a-cd79028146b6,Stored,,
CHARGED_UNDER,52f92e6a-2646-5ccf-b29d-75e3fa6ef780,0660341e-222a-5c80-b85d-90e16e07e557,Stored,,
CHARGED_UNDER,52f92e6a-2646-5ccf-b29d-75e3fa6ef780,fe583bca-48bc-5940-92e2-15dbb1906a69,Stored,,
OCCURRED_IN,b896ca61-0d8c-5e13-9c90-ecb8a006b481,70afd503-7207-5485-b9bd-1742c34d9027,Stored,,
CASE_HAS_COURT,b896ca61-0d8c-5e13-9c90-ecb8a006b481,d41faf36-4e9d-5ab8-bb7c-281a265091d3,Stored,,
CASE_HAS_CRIME_HEAD,b896ca61-0d8c-5e13-9c90-ecb8a006b481,79718c11-5b06-544d-90de-514f6b26f468,Stored,,
CASE_HAS_CRIME_SUB_HEAD,b896ca61-0d8c-5e13-9c90-ecb8a006b481,1002a43b-ba38-5b75-95f6-6093a52c331b,Stored,,
CHARGED_UNDER,b896ca61-0d8c-5e13-9c90-ecb8a006b481,4048c533-bc3c-50db-9bff-df9cd507fc3e,Stored,,
OCCURRED_IN,b95df909-820a-58b1-90f2-34e44ff71594,20232a63-576c-59f3-8085-9d1f357dd5af,Stored,,
CASE_HAS_COURT,b95df909-820a-58b1-90f2-34e44ff71594,724f2cab-c6f3-5e65-9a62-15b3eaba8b75,Stored,,
CASE_HAS_CRIME_HEAD,b95df909-820a-58b1-90f2-34e44ff71594,9875777a-7101-5740-a7e4-62947c0165d9,Stored,,
CASE_HAS_CRIME_SUB_HEAD,b95df909-820a-58b1-90f2-34e44ff71594,463602f7-c828-5637-9c94-2de72ac54bc0,Stored,,
CHARGED_UNDER,b95df909-820a-58b1-90f2-34e44ff71594,8298a554-4a62-5815-8250-0ca35105e68b,Stored,,
CHARGED_UNDER,b95df909-820a-58b1-90f2-34e44ff71594,4ab7aa96-cf33-5b15-8b7a-e8081bb53821,Stored,,
OCCURRED_IN,2b3b11d1-4323-5f96-a3ca-7be237347ef2,7317fd4d-2f78-54b6-9fc5-b6e1ff4a781f,Stored,,
CASE_HAS_COURT,2b3b11d1-4323-5f96-a3ca-7be237347ef2,7127792a-8669-5cb4-a461-eb16236613ca,Stored,,
CASE_HAS_CRIME_HEAD,2b3b11d1-4323-5f96-a3ca-7be237347ef2,3fc52b87-7a8c-5413-a2c1-9de9974c0765,Stored,,
CASE_HAS_CRIME_SUB_HEAD,2b3b11d1-4323-5f96-a3ca-7be237347ef2,5c5a4ac3-3f47-5069-aeca-24b337d78ce8,Stored,,
CHARGED_UNDER,2b3b11d1-4323-5f96-a3ca-7be237347ef2,eb140b48-d826-5f38-ac67-01fa056b1b62,Stored,,
OCCURRED_IN,6260af5f-3ad3-5c0e-a1e5-b0defca974e8,c2d5fb65-933f-5feb-8285-3b97a5efcf41,Stored,,
CASE_HAS_COURT,6260af5f-3ad3-5c0e-a1e5-b0defca974e8,d3f03120-6b23-5ab7-a063-39a1a9578755,Stored,,
CASE_HAS_CRIME_HEAD,6260af5f-3ad3-5c0e-a1e5-b0defca974e8,6cade132-76e0-5b31-9cb3-921243fec32d,Stored,,
CASE_HAS_CRIME_SUB_HEAD,6260af5f-3ad3-5c0e-a1e5-b0defca974e8,65ebc505-9d04-5a75-8ca3-5a3a6eb3c04a,Stored,,
CHARGED_UNDER,6260af5f-3ad3-5c0e-a1e5-b0defca974e8,7a1a6d6b-92b7-55ec-b9b8-f34a5e8e42ed,Stored,,
OCCURRED_IN,8d61995a-e4ad-5125-b1bc-c0f992c81769,9100eaf8-9ec0-5213-b838-486f15a7688e,Stored,,
CASE_HAS_COURT,8d61995a-e4ad-5125-b1bc-c0f992c81769,ce798d3c-a4f0-56f7-ac5b-3f118c2d1013,Stored,,
CASE_HAS_CRIME_HEAD,8d61995a-e4ad-5125-b1bc-c0f992c81769,0a5b2b55-99e2-59c9-b19b-b27d17f63205,Stored,,
CASE_HAS_CRIME_SUB_HEAD,8d61995a-e4ad-5125-b1bc-c0f992c81769,6459326f-f518-5655-b996-06591300ac11,Stored,,
CHARGED_UNDER,8d61995a-e4ad-5125-b1bc-c0f992c81769,9f3d2e7b-070e-5e75-bf1e-f173f01985d2,Stored,,
CHARGED_UNDER,8d61995a-e4ad-5125-b1bc-c0f992c81769,2fd4189c-af4a-593f-b7f8-77384419fb01,Stored,,
OCCURRED_IN,832d84fd-630f-5a2d-ba7e-2b814d26c961,f9fce21a-9fc6-5264-a74d-01f172416094,Stored,,
CASE_HAS_COURT,832d84fd-630f-5a2d-ba7e-2b814d26c961,5af7b21f-cd06-5d0c-86a0-5cc3ca8db0a9,Stored,,
CASE_HAS_CRIME_HEAD,832d84fd-630f-5a2d-ba7e-2b814d26c961,d8ed8b03-b02c-564b-a5cd-d2e71acf4a89,Stored,,
CASE_HAS_CRIME_SUB_HEAD,832d84fd-630f-5a2d-ba7e-2b814d26c961,6c1f50bf-9978-5b0e-9895-f7cb76c02729,Stored,,
CHARGED_UNDER,832d84fd-630f-5a2d-ba7e-2b814d26c961,8237dc24-b8bc-5568-9908-1f9749f15b8a,Stored,,
OCCURRED_IN,001e68d8-9fb2-5ed4-a3f9-19f5ba371cc6,d243b5f0-77dd-554d-b12d-453801ac6b8b,Stored,,
CASE_HAS_COURT,001e68d8-9fb2-5ed4-a3f9-19f5ba371cc6,d41faf36-4e9d-5ab8-bb7c-281a265091d3,Stored,,
CASE_HAS_CRIME_HEAD,001e68d8-9fb2-5ed4-a3f9-19f5ba371cc6,79718c11-5b06-544d-90de-514f6b26f468,Stored,,
CASE_HAS_CRIME_SUB_HEAD,001e68d8-9fb2-5ed4-a3f9-19f5ba371cc6,65301f05-5eda-5d9c-946f-3069f25b579e,Stored,,
CHARGED_UNDER,001e68d8-9fb2-5ed4-a3f9-19f5ba371cc6,0660341e-222a-5c80-b85d-90e16e07e557,Stored,,
CHARGED_UNDER,001e68d8-9fb2-5ed4-a3f9-19f5ba371cc6,fe583bca-48bc-5940-92e2-15dbb1906a69,Stored,,
OCCURRED_IN,9edf64e6-97d0-5281-ba88-94b829b3668e,fdc1f698-5149-5856-b4c2-d1a8eb3ef07b,Stored,,
